Year,Start-Day,Start-Month,End-Day,End-Month,Parish Name,Total Parish Burials,Parish Plague Burials
1665,20,December,27,,Trinity Minories,0,0
1665,20,December,27,,Bridewel Precinct,1,0
1665,20,December,27,,St Giles Cripplegate,27,0
1665,20,December,27,,At the Pesthouse,0,0
1665,20,December,27,,St Botolph Aldersgate,2,0
1665,20,December,27,,St Olave Southwark,14,0
1665,20,December,27,,St Gile• in the fields,14,1
1665,20,December,27,,Lambeth Parish,2,0
1665,20,December,27,,St Mary Islington,0,0
1665,20,December,27,,Hackney Parish,0,0
1665,20,December,27,,St Leonard Shoreditch,9,0
1665,20,December,27,,St Mary Whitechappel,8,0
1665,20,December,27,,St James Clerkenwel,8,0
1665,20,December,27,,St Magdalen Bermondsey,4,0
1665,20,December,27,,Rothorith Parish,0,0
1665,20,December,27,,St Kath. near the Tower,4,0
1665,20,December,27,,St Mary Newington,0,0
1665,20,December,27,,Stepney Parish,18,0
1665,20,December,27,,St Clement Danes,8,0
1665,20,December,27,,St Martin in the fields,17,0
1665,20,December,27,,St Margaret Westminster,14,0
1665,20,December,27,,St Paul Covent Garden,0,0
1665,20,December,27,,St Mary Savoy,0,0
1665,27,December,3,January,St ALban Woodstreet,2,0
1665,27,December,3,January,St George Botolphlane,0,0
1665,27,December,3,January,St Martin Ludgate,2,0
1665,27,December,3,January,Alhallows Barking,1,0
1665,27,December,3,January,St Gregory by St Pauls,4,0
1665,27,December,3,January,St Martin Orgars,0,0
1665,27,December,3,January,Alhallows Breadstreet,0,0
1665,27,December,3,January,St Hellen,0,0
1665,27,December,3,January,St Martin Outwitch,0,0
1665,27,December,3,January,Alhallows Great,1,0
1665,27,December,3,January,St James Dukes place,1,0
1665,27,December,3,January,St Martin Vintrey,0,0
1665,27,December,3,January,Alhallows Honylane,0,0
1665,27,December,3,January,St James Garlickhithe,1,0
1665,27,December,3,January,St Matthew Fridaystreet,0,0
1665,27,December,3,January,Alhallows Lesse,0,0
1665,27,December,3,January,St John Baptist,1,0
1665,27,December,3,January,St Maudlin Milkstreet,0,0
1665,27,December,3,January,Alhallows Lumbardstreet,1,0
1665,27,December,3,January,St John Evangelist,0,0
1665,27,December,3,January,St Maudlin Oldfishstreet,0,0
1665,27,December,3,January,Alhallows Staining,0,0
1665,27,December,3,January,St John Zachary,1,0
1665,27,December,3,January,St Michael Bas•••haw,0,0
1665,27,December,3,January,Alhallows the Wall,0,0
1665,27,December,3,January,St Katharine Coleman,0,0
1665,27,December,3,January,St Michael Cornhil,0,0
1665,27,December,3,January,St Alphage,0,0
1665,27,December,3,January,St Katharine Crechurch,0,0
1665,27,December,3,January,St Michael Crookedlane,0,0
1665,27,December,3,January,St Andrew Hubbard,1,0
1665,27,December,3,January,St Lawrence Jewry,0,0
1665,27,December,3,January,St Michael Queenhithe,0,0
1665,27,December,3,January,St Andrew Undershaft,2,0
1665,27,December,3,January,St Lawrence Pountney,0,0
1665,27,December,3,January,St Michael Quern,1,0
1665,27,December,3,January,St Andrew Wardrobe,4,0
1665,27,December,3,January,St Leonard Eastcheap,1,0
1665,27,December,3,January,St Michael Royal,0,0
1665,27,December,3,January,St Ann Aldersgate,0,0
1665,27,December,3,January,St Leonard Fosterlane,1,0
1665,27,December,3,January,St Michael Woodstreet,2,0
1665,27,December,3,January,St Ann Blackfryers,4,0
1665,27,December,3,January,St Magnus Parish,3,0
1665,27,December,3,January,St Mildred Breadstreet,0,0
1665,27,December,3,January,St Antholins Parish,0,0
1665,27,December,3,January,St Margaret Lothbury,1,0
1665,27,December,3,January,St Mildred Poultrey,0,0
1665,27,December,3,January,St Austins Parish,0,0
1665,27,December,3,January,St Margaret Moses,1,0
1665,27,December,3,January,St Nicholas Acons,0,0
1665,27,December,3,January,St Bartholomew Exchange,0,0
1665,27,December,3,January,St Margaret Newfishstreet,0,0
1665,27,December,3,January,St Nicholas Coleabby,0,0
1665,27,December,3,January,St Bennet Fynck,2,0
1665,27,December,3,January,St Margaret Pattons,0,0
1665,27,December,3,January,St Nicholas Olaves,0,0
1665,27,December,3,January,St Bennet Gracechurch,0,0
1665,27,December,3,January,St Mary Abchurch,1,0
1665,27,December,3,January,St Olave Hartstreet,2,0
1665,27,December,3,January,St Bennet Paulswharf,2,0
1665,27,December,3,January,St Mary Aldermanbury,0,0
1665,27,December,3,January,St Olave Jewry,0,0
1665,27,December,3,January,St Bennet Sherehog,1,0
1665,27,December,3,January,St Mary Aldermary,2,0
1665,27,December,3,January,St Olave Silverstreet,2,0
1665,27,December,3,January,St Botolph Billingsgate,2,0
1665,27,December,3,January,St Mary le Bow,0,0
1665,27,December,3,January,St Pancras Soperlane,0,0
1665,27,December,3,January,Christs Church,1,0
1665,27,December,3,January,St Mary Bothaw,0,0
1665,27,December,3,January,St Peter Cheap,0,0
1665,27,December,3,January,St Christophers,0,0
1665,27,December,3,January,St Mary Colechurch,0,0
1665,27,December,3,January,St Peter Cornhil,0,0
1665,27,December,3,January,St Clement Eastcheap,0,0
1665,27,December,3,January,St Mary Hill,0,0
1665,27,December,3,January,St Peter Paulswharf,0,0
1665,27,December,3,January,St Dionis Backchurch,1,0
1665,27,December,3,January,St Mary Mounthaw,1,0
1665,27,December,3,January,St Peter Poor,3,0
1665,27,December,3,January,St Dunstan East,3,0
1665,27,December,3,January,St Mary Sommerset,1,0
1665,27,December,3,January,St Steven Colemanstreet,2,0
1665,27,December,3,January,St Edmund Lumbardstr.,0,0
1665,27,December,3,January,St Mary Stayning,0,0
1665,27,December,3,January,St Steven Walbrook,0,0
1665,27,December,3,January,St Ethelborough,0,0
1665,27,December,3,January,St Mary Woolchurch,0,0
1665,27,December,3,January,St Swithin,0,0
1665,27,December,3,January,St Faith,0,0
1665,27,December,3,January,St Mary Woolnoth,0,0
1665,27,December,3,January,St Thomas Apostle,0,0
1665,27,December,3,January,St Foster,0,0
1665,27,December,3,January,St Martin Iremongerlane,1,0
1665,27,December,3,January,Trinity Parish,3,0
1665,27,December,3,January,St Gabriel Fenchurch,0,0
1665,27,December,3,January,St Andrew Holborn,17,0
1665,27,December,3,January,St Botolph Aldgate,17,0
1665,27,December,3,January,Saviours Southwark,10,0
1665,27,December,3,January,St Bartholomew Great,0,0
1665,27,December,3,January,St Botolph Bishopsgate,10,0
1665,27,December,3,January,S. Sepulchres Parish,17,0
1665,27,December,3,January,St Bartholomew Lesse,2,0
1665,27,December,3,January,St Dunstan West,7,0
1665,27,December,3,January,St Thomas Southwark,3,0
1665,27,December,3,January,St Bridget,6,0
1665,27,December,3,January,St George Southwark,3,0
1665,27,December,3,January,Trinity Minories,0,0
1665,27,December,3,January,Bridewel Precinct,0,0
1665,27,December,3,January,St Giles Cripplegate,23,0
1665,27,December,3,January,At the Pesthouse,0,0
1665,27,December,3,January,St Botolph Aldersgate,6,0
1665,27,December,3,January,St Olave Southwark,15,0
1665,27,December,3,January,St Giles in the fields,16,0
1665,27,December,3,January,Lambeth Parish,4,0
1665,27,December,3,January,St Mary Illington,0,0
1665,27,December,3,January,Hackney Parish,6,0
1665,27,December,3,January,St Leonard Shoreditch,5,0
1665,27,December,3,January,St Mary Whitechappel,17,0
1665,27,December,3,January,St James Clerkenwel,9,0
1665,27,December,3,January,St Magdalen Bermondsey,4,0
1665,27,December,3,January,Rothorith Parish,0,0
1665,27,December,3,January,St Kath. near the Tower,1,0
1665,27,December,3,January,St Mary Newington,7,0
1665,27,December,3,January,Stepney Parish,33,0
1665,27,December,3,January,St Clement Danes,12,0
1665,27,December,3,January,St Martin in the fields,17,0
1665,27,December,3,January,St Margaret Westminster,14,0
1665,27,December,3,January,St Paul Covent Garden,0,0
1665,27,December,3,January,St Mary Savoy,2,0
1665,3,January,10,,St ALban Woodstreet,0,0
1665,3,January,10,,St George Botolphlane,0,0
1665,3,January,10,,St Martin Ludgate,4,0
1665,3,January,10,,Alhallows Barking,4,0
1665,3,January,10,,St Gregory by St Pauls,2,0
1665,3,January,10,,St Martin Orgars,1,0
1665,3,January,10,,Alhallows Breadstreet,0,0
1665,3,January,10,,St Hellen,1,0
1665,3,January,10,,St Martin Outwitch,0,0
1665,3,January,10,,Alhallows Great,1,0
1665,3,January,10,,St James Dukes place,1,0
1665,3,January,10,,St Martin Vintrey,2,0
1665,3,January,10,,Alhallows Honylane,0,0
1665,3,January,10,,St James Garlickhithe,1,0
1665,3,January,10,,St Matthew Fridaystreet,1,0
1665,3,January,10,,Alhallows Lesse,3,0
1665,3,January,10,,St John Baptist,1,0
1665,3,January,10,,St Maudlin Milkstreet,0,0
1665,3,January,10,,Alhallows Lumbardstreet,0,0
1665,3,January,10,,St John Evangelist,0,0
1665,3,January,10,,St Maudlin Oldfishstreet,1,0
1665,3,January,10,,Alhallows Stayning,1,0
1665,3,January,10,,St John Zachary,0,0
1665,3,January,10,,St Michael Bassishaw,2,0
1665,3,January,10,,Alhallows the Wall,7,0
1665,3,January,10,,St Katharine Coleman,1,0
1665,3,January,10,,St Michael Cornhil,1,0
1665,3,January,10,,St Alphage,3,0
1665,3,January,10,,St Katharine Crechurch,1,0
1665,3,January,10,,St Michael Crookedlane,0,0
1665,3,January,10,,St Andrew Hubbard,1,0
1665,3,January,10,,St Lawrence Jewry,1,0
1665,3,January,10,,St Michael Queenhithe,3,0
1665,3,January,10,,St Andrew Undershaft,2,0
1665,3,January,10,,St Lawrence Pountney,1,0
1665,3,January,10,,St Michael Quern,0,0
1665,3,January,10,,St Andrew Wardrobe,3,0
1665,3,January,10,,St Leonard Eastcheap,0,0
1665,3,January,10,,St Michael Royal,0,0
1665,3,January,10,,St Ann Aldersgate,1,0
1665,3,January,10,,St Leonard Fosterlane,3,0
1665,3,January,10,,St Michael Woodstreet,1,0
1665,3,January,10,,St Ann Blackfryers,2,0
1665,3,January,10,,St Magnus Parish,0,0
1665,3,January,10,,St Mildred Breadstreet,0,0
1665,3,January,10,,St Antholins Parish,1,0
1665,3,January,10,,St Margaret Lothbury,0,0
1665,3,January,10,,St Mildred Poultrey,1,0
1665,3,January,10,,St Austins Parish,2,0
1665,3,January,10,,St Margaret Moses,0,0
1665,3,January,10,,St Nicholas Acons,0,0
1665,3,January,10,,St Bartholomew Exchange,0,0
1665,3,January,10,,St Margaret Newfishstre.,0,0
1665,3,January,10,,St Nicholas Coleabby,0,0
1665,3,January,10,,St Bennet Fynck,0,0
1665,3,January,10,,St Margaret Pattons,0,0
1665,3,January,10,,St Nicholas Olaves,1,0
1665,3,January,10,,St Bennet Gracechurch,0,0
1665,3,January,10,,St Mary Abchurch,1,0
1665,3,January,10,,St Olave Hartstreet,4,0
1665,3,January,10,,St Bennet Paulswharf,4,0
1665,3,January,10,,St Mary Aldermanbury,2,0
1665,3,January,10,,St Olave Jewry,0,0
1665,3,January,10,,St Bennet Sherehog,0,0
1665,3,January,10,,St Mary Aldermary,1,0
1665,3,January,10,,St Olave Silverstreet,3,0
1665,3,January,10,,St Botolph Billingsgate,0,0
1665,3,January,10,,St Mary le Bow,0,0
1665,3,January,10,,St Pancras Soperlane,1,0
1665,3,January,10,,Christ Church,5,0
1665,3,January,10,,St Mary Bothaw,0,0
1665,3,January,10,,St Peter Cheap,0,0
1665,3,January,10,,St Christophers,0,0
1665,3,January,10,,St Mary Colechurch,0,0
1665,3,January,10,,St Peter Cornhil,0,0
1665,3,January,10,,St Clement Eastcheap,0,0
1665,3,January,10,,St Mary Hill,0,0
1665,3,January,10,,St Peter Paulswharf,0,0
1665,3,January,10,,St Dionis Backchurch,0,0
1665,3,January,10,,St Mary Mounthaw,0,0
1665,3,January,10,,St Peter Poor,1,0
1665,3,January,10,,St Dunstan East,3,0
1665,3,January,10,,St Mary Sommerset,0,0
1665,3,January,10,,St Steven Colemanstreet,2,0
1665,3,January,10,,St Edmund Lumbardstr.,3,0
1665,3,January,10,,St Mary Stayning,0,0
1665,3,January,10,,St Steven Walbrook,0,0
1665,3,January,10,,St Ethelborough,0,0
1665,3,January,10,,St Mary Woolchurch,0,0
1665,3,January,10,,St Swithin,1,0
1665,3,January,10,,St Faith,0,0
1665,3,January,10,,St Mary Woolnoth,0,0
1665,3,January,10,,St Thomas Apostles,1,0
1665,3,January,10,,St Foster,0,0
1665,3,January,10,,St Martin Iremongerlane,0,0
1665,3,January,10,,Trinity Parish,0,0
1665,3,January,10,,St Gabriel Fenchurch,1,0
1665,3,January,10,,St Andrew Holborn,25,0
1665,3,January,10,,St Botolph Aldgate,13,0
1665,3,January,10,,Saviours Southwark,12,0
1665,3,January,10,,St Bartholomew Great,0,0
1665,3,January,10,,St Botolph Bishopsgate,10,0
1665,3,January,10,,S Sepulchres Parish,21,0
1665,3,January,10,,St Bartholomew Lesse,0,0
1665,3,January,10,,St Dunstan West,5,0
1665,3,January,10,,St Thomas Southwark,0,0
1665,3,January,10,,St Bridget,11,0
1665,3,January,10,,St George Southwark,3,0
1665,3,January,10,,Trinity Minories,0,0
1665,3,January,10,,Bridewel Precinct,0,0
1665,3,January,10,,St Giles Cripplegate,28,0
1665,3,January,10,,At the Pesthouse,0,0
1665,3,January,10,,St Botolph Aldersgate,1,0
1665,3,January,10,,St Olave Southwark,13,0
1665,3,January,10,,St Giles in the fields,12,0
1665,3,January,10,,Lambeth Parish,5,0
1665,3,January,10,,St Mary Islington,0,0
1665,3,January,10,,Hackney Parish,0,0
1665,3,January,10,,St Leonard Shoreditch,8,0
1665,3,January,10,,St Mary Whitechappel,13,0
1665,3,January,10,,St James Clerkenwel,7,0
1665,3,January,10,,St Magdalen Bermondsey,6,0
1665,3,January,10,,Rothorith Parish,0,0
1665,3,January,10,,St Kath. near the Tower,6,0
1665,3,January,10,,St Mary Newington,3,0
1665,3,January,10,,Stepney Parish,40,0
1665,3,January,10,,St Clement Danes,8,0
1665,3,January,10,,St Martin in the fields,24,0
1665,3,January,10,,St Margaret Westminster,19,0
1665,3,January,10,,St Paul Covent Garden,3,0
1665,3,January,10,,St Mary Savoy,3,0
1665,10,January,17,,St ALban Woodstreet,0,0
1665,10,January,17,,St George Botolphlane,0,0
1665,10,January,17,,St Martin Ludgate,2,0
1665,10,January,17,,Alhallows Barking,4,0
1665,10,January,17,,St Gregory by St Pauls,2,0
1665,10,January,17,,St Martin Orgars,0,0
1665,10,January,17,,Alhallows Breadstreet,1,0
1665,10,January,17,,St Hellen,0,0
1665,10,January,17,,St Martin Outwitch,0,0
1665,10,January,17,,Alhallows Great,4,0
1665,10,January,17,,St James Dukes place,2,0
1665,10,January,17,,St Martin Vintrey,0,0
1665,10,January,17,,Alhallows Honylane,0,0
1665,10,January,17,,St James Garlickhithe,0,0
1665,10,January,17,,St Matthew Fridaystreet,0,0
1665,10,January,17,,Alhallows Lesse,0,0
1665,10,January,17,,St John Baptist,0,0
1665,10,January,17,,St Maudlin Milkstreet,0,0
1665,10,January,17,,Alhallows Lumbardstreet,2,0
1665,10,January,17,,St John Evangelist,0,0
1665,10,January,17,,St Maudlin Oldfishstreet,1,0
1665,10,January,17,,Alhallows Stayning,2,0
1665,10,January,17,,St John Zachary,0,0
1665,10,January,17,,St Michael Bassishaw,1,0
1665,10,January,17,,Alhallows the Wall,3,0
1665,10,January,17,,St Katharine Coleman,2,0
1665,10,January,17,,St Michael Cornhil,2,0
1665,10,January,17,,St Alphage,0,0
1665,10,January,17,,St Katharine Crechurch,2,0
1665,10,January,17,,St Michael Crookedlane,1,0
1665,10,January,17,,St Andrew Hubbard,1,0
1665,10,January,17,,St Lawrence Jewry,1,0
1665,10,January,17,,St Michael Queenhithe,0,0
1665,10,January,17,,St Andrew Undershaft,3,0
1665,10,January,17,,St Lawrence Pountney,0,0
1665,10,January,17,,St Michael Quern,1,0
1665,10,January,17,,St Andrew Wardrobe,4,0
1665,10,January,17,,St Leonard Eastcheap,0,0
1665,10,January,17,,St Michael Royal,0,0
1665,10,January,17,,St Ann Aldersgate,1,0
1665,10,January,17,,St Leonard Fosterlane,2,0
1665,10,January,17,,St Michael Woodstreet,1,0
1665,10,January,17,,St Ann Blackfryers,1,0
1665,10,January,17,,St Magnus Parish,1,0
1665,10,January,17,,St Mildred Breadstreet,0,0
1665,10,January,17,,St Antholins Parish,1,0
1665,10,January,17,,St Margaret Lothbury,1,0
1665,10,January,17,,St Mildred Poultrey,0,0
1665,10,January,17,,St Austins Parish,0,0
1665,10,January,17,,St Margaret Moses,0,0
1665,10,January,17,,St Nicholas Acons,0,0
1665,10,January,17,,St Bartholomew Exchange,0,0
1665,10,January,17,,St Margaret Newfishstre.,0,0
1665,10,January,17,,St Nicholas Coleabby,0,0
1665,10,January,17,,St Bennet Fynck,3,0
1665,10,January,17,,St Margaret Pattons,1,0
1665,10,January,17,,St Nicholas Olaves,0,0
1665,10,January,17,,St Bennet Gracechurch,0,0
1665,10,January,17,,St Mary Abchurch,0,0
1665,10,January,17,,St Olave Hartstreet,0,0
1665,10,January,17,,St Bennet Paulswharf,1,0
1665,10,January,17,,St Mary Aldermanbury,2,0
1665,10,January,17,,St Olave Jewry,0,0
1665,10,January,17,,St Bennet Sherehog,0,0
1665,10,January,17,,St Mary Aldermary,1,0
1665,10,January,17,,St Olave Silverstreet,0,0
1665,10,January,17,,St Botolph Billingsgate,0,0
1665,10,January,17,,St Mary le Bow,1,0
1665,10,January,17,,St Pancras Soperlane,2,0
1665,10,January,17,,Christ Church,10,0
1665,10,January,17,,St Mary Bothaw,1,0
1665,10,January,17,,St Peter Cheap,1,0
1665,10,January,17,,St Christophers,0,0
1665,10,January,17,,St Mary Colechurch,0,0
1665,10,January,17,,St Peter Cornhil,2,0
1665,10,January,17,,St Clement Eastcheap,1,0
1665,10,January,17,,St Mary Hill,0,0
1665,10,January,17,,St Peter Paulswharf,0,0
1665,10,January,17,,St Dionis Backchurch,0,0
1665,10,January,17,,St Mary Mounthaw,1,0
1665,10,January,17,,St Peter Poor,1,0
1665,10,January,17,,St Dunstan East,0,0
1665,10,January,17,,St Mary Sommerset,3,0
1665,10,January,17,,St Steven Colemanstreet,3,0
1665,10,January,17,,St Edmund Lumbardstr.,0,0
1665,10,January,17,,St Mary Stayning,0,0
1665,10,January,17,,St Steven Walbrook,0,0
1665,10,January,17,,St Ethelborough,0,0
1665,10,January,17,,St Mary Woolchurch,0,0
1665,10,January,17,,St Swithin,1,0
1665,10,January,17,,St Faith,0,0
1665,10,January,17,,St Mary Woolnoth,0,0
1665,10,January,17,,St Thomas Apostles,1,0
1665,10,January,17,,St Foster,1,0
1665,10,January,17,,St Martin Iremongerlane,0,0
1665,10,January,17,,Trinity Parish,3,0
1665,10,January,17,,St Gabriel Fenchurch,1,0
1665,10,January,17,,St Andrew Holborn,18,0
1665,10,January,17,,St Botolph Aldgate,17,0
1665,10,January,17,,Saviours Southwark,15,0
1665,10,January,17,,St Bartholomew Great,1,0
1665,10,January,17,,St Botolph Bishopsgate,7,0
1665,10,January,17,,S Sepulchres Parish,16,0
1665,10,January,17,,St Bartholomew Lesse,1,0
1665,10,January,17,,St Dunstan West,8,0
1665,10,January,17,,St Thomas Southwark,0,0
1665,10,January,17,,St Bridget,12,0
1665,10,January,17,,St George Southwark,2,0
1665,10,January,17,,Trinity Minories,1,0
1665,10,January,17,,Bridewel Precinct,1,0
1665,10,January,17,,St Giles Cripplegate,34,0
1665,10,January,17,,At the Pesthouse,0,0
1665,10,January,17,,St Botolph Aldersgat•,1,0
1665,10,January,17,,St Olave Southwark,20,0
1665,10,January,17,,St Giles in the fields,18,0
1665,10,January,17,,Lambeth Parish,4,0
1665,10,January,17,,St Mary Islington,2,0
1665,10,January,17,,Hackney Parish,3,0
1665,10,January,17,,St Leonard Shoreditch,5,0
1665,10,January,17,,St Mary Whitechappel,20,0
1665,10,January,17,,St James Clerkenwel,9,0
1665,10,January,17,,St Magdalen Bermondsey,5,0
1665,10,January,17,,Rotho•ith Parish,0,0
1665,10,January,17,,St Kath. near the Tower,3,0
1665,10,January,17,,St Mary Newington,5,0
1665,10,January,17,,Stepney Parish,38,0
1665,10,January,17,,St Clement Danes,9,0
1665,10,January,17,,St Martin in the fields,24,0
1665,10,January,17,,St Margaret Westminster,18,0
1665,10,January,17,,St Paul Covent Garden,3,0
1665,10,January,17,,St Mary Savoy,4,0
1665,17,January,24,,St ALbans Woodstree•,0,0
1665,17,January,24,,St George Botolphlane,0,0
1665,17,January,24,,St Martins Ludgate,2,0
1665,17,January,24,,Alhallows Barking,2,0
1665,17,January,24,,St Gregories by St Pauls,5,0
1665,17,January,24,,St Martin Orgars,0,0
1665,17,January,24,,Alhallows Breadstreet,1,0
1665,17,January,24,,St Hellens,1,0
1665,17,January,24,,St Martins Outwitch,2,0
1665,17,January,24,,Alhallows Great,3,0
1665,17,January,24,,St James Dukes place,0,0
1665,17,January,24,,St Martins Vintrey,2,0
1665,17,January,24,,Alhallows Honylane,0,0
1665,17,January,24,,St James Garlickhithe,0,0
1665,17,January,24,,St Mathew Fridaystreet,1,0
1665,17,January,24,,Alhallows Lesse,1,0
1665,17,January,24,,St John Baptist,1,0
1665,17,January,24,,St Maudlins Milkstreet,0,0
1665,17,January,24,,Alhallows Lumbardstr.,0,0
1665,17,January,24,,St John Evangelist,1,0
1665,17,January,24,,St Maudlins Oldfis•str,1,0
1665,17,January,24,,Alhallows Stayning,0,0
1665,17,January,24,,St John Zachary,0,0
1665,17,January,24,,St Michael Bassishaw,2,0
1665,17,January,24,,Alhallows the Wall,1,0
1665,17,January,24,,St Katharine Coleman,3,0
1665,17,January,24,,St Michael Cornhil,0,0
1665,17,January,24,,St Alphage,2,0
1665,17,January,24,,St Katharine crechurch,4,0
1665,17,January,24,,St Michael Crookedla.,1,0
1665,17,January,24,,St Andrew Hubbard,0,0
1665,17,January,24,,St Lawrence Jewry,0,0
1665,17,January,24,,St Michael Queenhithe,0,0
1665,17,January,24,,St Andrew Undershaft,0,0
1665,17,January,24,,St Lawrence Pountney,1,0
1665,17,January,24,,St Michael Quern,2,0
1665,17,January,24,,St Andrew Wardrobe,1,0
1665,17,January,24,,St Leonard Eastcheap,0,0
1665,17,January,24,,St Michael Royall,1,0
1665,17,January,24,,St Ann Aldersgate,0,0
1665,17,January,24,,St Leonard Fosterlane,1,0
1665,17,January,24,,St Michael Woodstreet,0,0
1665,17,January,24,,St Ann Blackfryers,5,0
1665,17,January,24,,St Magnus Parish,0,0
1665,17,January,24,,St Mildred Breadstreet,3,0
1665,17,January,24,,St Antholins Parish,0,0
1665,17,January,24,,St Margaret Lothbury,4,0
1665,17,January,24,,St Mildred Poultrey,1,0
1665,17,January,24,,St Austins Parish,1,0
